company_name,source_title,source_level,source_type,source_url,source_date,last_checked,evidence_use,confidence,notes
北京人形机器人创新中心,北京人形机器人创新中心 公司基本定位复核,B,官网,https://x-humanoid.com/,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
北京人形机器人创新中心,北京人形机器人创新中心 核心产品与形态复核,B,官网,https://x-humanoid.com/,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
北京人形机器人创新中心,北京人形机器人创新中心 目标场景与客户类型复核,B,官网,https://x-humanoid.com/,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
北京人形机器人创新中心,北京人形机器人创新中心 技术路线和软件栈复核,B,官网,https://x-humanoid.com/,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
北京人形机器人创新中心,北京人形机器人创新中心 商业化阶段复核,B,官网,https://x-humanoid.com/,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
埃夫特,埃夫特 公司库主来源,A,官网/上市公司,https://www.efort.com.cn/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
埃夫特,埃夫特 来源索引补充,B,来源索引,https://www.efort.com.cn/,unknown,2026-05-26,埃夫特,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
埃夫特,埃夫特 公司基本定位复核,A,官网/上市公司,https://www.efort.com.cn/,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
埃夫特,埃夫特 核心产品与形态复核,A,官网/上市公司,https://www.efort.com.cn/,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
埃夫特,埃夫特 目标场景与客户类型复核,A,官网/上市公司,https://www.efort.com.cn/,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
埃夫特,埃夫特 技术路线和软件栈复核,A,官网/上市公司,https://www.efort.com.cn/,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
埃夫特,埃夫特 商业化阶段复核,A,官网/上市公司,https://www.efort.com.cn/,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
埃夫特,埃夫特 量产、交付和收入边界复核,A,官网/上市公司,https://www.efort.com.cn/,unknown,2026-05-26,量产、交付和收入边界复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
埃斯顿,埃斯顿 公司库主来源,A,官网/上市公司,https://www.estun.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
埃斯顿,埃斯顿 来源索引补充,B,来源索引,https://www.estun.com/,unknown,2026-05-26,埃斯顿,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
埃斯顿,埃斯顿 公司基本定位复核,A,官网/上市公司,https://www.estun.com/,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
埃斯顿,埃斯顿 核心产品与形态复核,A,官网/上市公司,https://www.estun.com/,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
埃斯顿,埃斯顿 目标场景与客户类型复核,A,官网/上市公司,https://www.estun.com/,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
埃斯顿,埃斯顿 技术路线和软件栈复核,A,官网/上市公司,https://www.estun.com/,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
埃斯顿,埃斯顿 商业化阶段复核,A,官网/上市公司,https://www.estun.com/,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
埃斯顿,埃斯顿 量产、交付和收入边界复核,A,官网/上市公司,https://www.estun.com/,unknown,2026-05-26,量产、交付和收入边界复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
大族机器人,大族机器人 公司库主来源,B,官网,https://www.hansrobot.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
大族机器人,大族机器人 来源索引补充,B,来源索引,https://www.hansrobot.com/,unknown,2026-05-26,大族机器人,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
大族机器人,大族机器人 公司基本定位复核,B,官网,https://www.hansrobot.com/,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
大族机器人,大族机器人 核心产品与形态复核,B,官网,https://www.hansrobot.com/,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
大族机器人,大族机器人 目标场景与客户类型复核,B,官网,https://www.hansrobot.com/,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
大族机器人,大族机器人 技术路线和软件栈复核,B,官网,https://www.hansrobot.com/,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
大族机器人,大族机器人 商业化阶段复核,B,官网,https://www.hansrobot.com/,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
大族机器人,大族机器人 量产、交付和收入边界复核,B,官网,https://www.hansrobot.com/,unknown,2026-05-26,量产、交付和收入边界复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
大象机器人,大象机器人 公司库主来源,B,官网,https://www.elephantrobotics.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
大象机器人,大象机器人 来源索引补充,B,来源索引,https://www.elephantrobotics.com/,unknown,2026-05-26,大象机器人,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
大象机器人,大象机器人 公司基本定位复核,B,官网,https://www.elephantrobotics.com/,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
大象机器人,大象机器人 核心产品与形态复核,B,官网,https://www.elephantrobotics.com/,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
大象机器人,大象机器人 目标场景与客户类型复核,B,官网,https://www.elephantrobotics.com/,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
大象机器人,大象机器人 技术路线和软件栈复核,B,官网,https://www.elephantrobotics.com/,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
大象机器人,大象机器人 商业化阶段复核,B,官网,https://www.elephantrobotics.com/,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
大象机器人,大象机器人 量产、交付和收入边界复核,B,官网,https://www.elephantrobotics.com/,unknown,2026-05-26,量产、交付和收入边界复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
奥比中光,奥比中光 公司库主来源,A,官网/上市公司,https://www.orbbec.com.cn/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
奥比中光,奥比中光 落地案例来源,A,案例资料,https://www.orbbec.com.cn/,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
奥比中光,奥比中光 来源索引补充,B,来源索引,https://www.orbbec.com.cn/,unknown,2026-05-26,奥比中光,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
奥比中光,奥比中光 公司基本定位复核,A,官网/上市公司,https://www.orbbec.com.cn/,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
奥比中光,奥比中光 核心产品与形态复核,A,官网/上市公司,https://www.orbbec.com.cn/,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
奥比中光,奥比中光 目标场景与客户类型复核,A,官网/上市公司,https://www.orbbec.com.cn/,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
奥比中光,奥比中光 技术路线和软件栈复核,A,官网/上市公司,https://www.orbbec.com.cn/,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
奥比中光,奥比中光 商业化阶段复核,A,官网/上市公司,https://www.orbbec.com.cn/,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 公司库主来源,B,官网介绍,https://www.unitree.com/en/about/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 产品库来源,B,官网产品页,https://www.unitree.com/g1/,unknown,2026-05-26,产品矩阵、参数和生产状态,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 落地案例来源,B,案例资料,https://www.unitree.com/en/about/,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 落地案例来源,B,案例资料,https://www.unitree.com/,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 融资事件来源,B,官网/媒体,https://www.unitree.com/en/about/,unknown,2026-05-26,融资、资本关注度和发展阶段,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 来源索引补充,B,来源索引,https://www.unitree.com/en/about/,unknown,2026-05-26,宇树公司定位与产品线,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 来源索引补充,B,来源索引,https://www.unitree.com/,unknown,2026-05-26,宇树产品总览,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树官网首页,B,官网,https://www.unitree.com/,unknown,2026-05-26,宇树官网首页,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树公司介绍,B,官网介绍,https://www.unitree.com/en/about/,unknown,2026-05-26,宇树公司介绍,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,Unitree G1 产品页,B,官网产品页,https://www.unitree.com/g1/,unknown,2026-05-26,Unitree G1 产品页,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,Unitree H1 产品页,B,官网产品页,https://www.unitree.com/h1/,unknown,2026-05-26,Unitree H1 产品页,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,Unitree Go2 产品页,B,官网产品页,https://www.unitree.com/go2/,unknown,2026-05-26,Unitree Go2 产品页,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,Unitree B2 产品页,B,官网产品页,https://www.unitree.com/b2/,unknown,2026-05-26,Unitree B2 产品页,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 公司基本定位复核,B,官网介绍,https://www.unitree.com/en/about/,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 核心产品与形态复核,B,官网介绍,https://www.unitree.com/en/about/,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 目标场景与客户类型复核,B,官网介绍,https://www.unitree.com/en/about/,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 技术路线和软件栈复核,B,官网介绍,https://www.unitree.com/en/about/,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 商业化阶段复核,B,官网介绍,https://www.unitree.com/en/about/,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 量产、交付和收入边界复核,B,官网介绍,https://www.unitree.com/en/about/,unknown,2026-05-26,量产、交付和收入边界复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 供应链和关键零部件复核,B,官网介绍,https://www.unitree.com/en/about/,unknown,2026-05-26,供应链和关键零部件复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 管理层合作风险复核,B,官网介绍,https://www.unitree.com/en/about/,unknown,2026-05-26,管理层合作风险复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 未来 12 个月跟踪指标复核,B,官网介绍,https://www.unitree.com/en/about/,unknown,2026-05-26,未来 12 个月跟踪指标复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 与同类公司横向对照复核,B,官网介绍,https://www.unitree.com/en/about/,unknown,2026-05-26,与同类公司横向对照复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 公司基本定位复核,B,官网介绍,https://www.unitree.com/en/about/,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 核心产品与形态复核,B,官网介绍,https://www.unitree.com/en/about/,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 目标场景与客户类型复核,B,官网介绍,https://www.unitree.com/en/about/,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 技术路线和软件栈复核,B,官网介绍,https://www.unitree.com/en/about/,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 商业化阶段复核,B,官网介绍,https://www.unitree.com/en/about/,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 量产、交付和收入边界复核,B,官网介绍,https://www.unitree.com/en/about/,unknown,2026-05-26,量产、交付和收入边界复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
宇树科技,宇树科技 供应链和关键零部件复核,B,官网介绍,https://www.unitree.com/en/about/,unknown,2026-05-26,供应链和关键零部件复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
小鹏机器人,小鹏机器人 公司库主来源,B,官网,https://www.xpeng.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
小鹏机器人,小鹏机器人 落地案例来源,B,案例资料,https://www.xpeng.com/,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
小鹏机器人,小鹏机器人 来源索引补充,B,来源索引,https://www.xpeng.com/,unknown,2026-05-26,小鹏机器人/车企机器人布局线索,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
小鹏机器人,小鹏机器人 公司基本定位复核,B,官网,https://www.xpeng.com/,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
小鹏机器人,小鹏机器人 核心产品与形态复核,B,官网,https://www.xpeng.com/,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
小鹏机器人,小鹏机器人 目标场景与客户类型复核,B,官网,https://www.xpeng.com/,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
小鹏机器人,小鹏机器人 技术路线和软件栈复核,B,官网,https://www.xpeng.com/,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
小鹏机器人,小鹏机器人 商业化阶段复核,B,官网,https://www.xpeng.com/,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
帕西尼感知科技,帕西尼感知科技 公司库主来源,B,官网介绍,https://paxini.com/kr/about,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
帕西尼感知科技,帕西尼感知科技 产品库来源,B,官网介绍,https://paxini.com/kr/about,unknown,2026-05-26,产品矩阵、参数和生产状态,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
帕西尼感知科技,帕西尼感知科技 公司基本定位复核,B,官网介绍,https://paxini.com/kr/about,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
帕西尼感知科技,帕西尼感知科技 核心产品与形态复核,B,官网介绍,https://paxini.com/kr/about,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
帕西尼感知科技,帕西尼感知科技 目标场景与客户类型复核,B,官网介绍,https://paxini.com/kr/about,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
帕西尼感知科技,帕西尼感知科技 技术路线和软件栈复核,B,官网介绍,https://paxini.com/kr/about,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
帕西尼感知科技,帕西尼感知科技 商业化阶段复核,B,官网介绍,https://paxini.com/kr/about,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
帕西尼感知科技,帕西尼感知科技 量产、交付和收入边界复核,B,官网介绍,https://paxini.com/kr/about,unknown,2026-05-26,量产、交付和收入边界复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
开普勒机器人,开普勒机器人 公司库主来源,B,官网,https://www.keplerbot.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
开普勒机器人,开普勒机器人 来源索引补充,B,来源索引,https://www.keplerbot.com/,unknown,2026-05-26,开普勒机器人,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
开普勒机器人,开普勒机器人 公司基本定位复核,B,官网,https://www.keplerbot.com/,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
开普勒机器人,开普勒机器人 核心产品与形态复核,B,官网,https://www.keplerbot.com/,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
开普勒机器人,开普勒机器人 目标场景与客户类型复核,B,官网,https://www.keplerbot.com/,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
开普勒机器人,开普勒机器人 技术路线和软件栈复核,B,官网,https://www.keplerbot.com/,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
开普勒机器人,开普勒机器人 商业化阶段复核,B,官网,https://www.keplerbot.com/,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
开普勒机器人,开普勒机器人 量产、交付和收入边界复核,B,官网,https://www.keplerbot.com/,unknown,2026-05-26,量产、交付和收入边界复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
快仓智能,快仓智能 公司库主来源,B,官网,https://www.quicktron.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
快仓智能,快仓智能 落地案例来源,B,案例资料,https://www.quicktron.com/,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
快仓智能,快仓智能 来源索引补充,B,来源索引,https://www.quicktron.com/,unknown,2026-05-26,快仓智能,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
快仓智能,快仓智能 公司基本定位复核,B,官网,https://www.quicktron.com/,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
快仓智能,快仓智能 核心产品与形态复核,B,官网,https://www.quicktron.com/,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
快仓智能,快仓智能 目标场景与客户类型复核,B,官网,https://www.quicktron.com/,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
快仓智能,快仓智能 技术路线和软件栈复核,B,官网,https://www.quicktron.com/,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
快仓智能,快仓智能 商业化阶段复核,B,官网,https://www.quicktron.com/,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
擎朗智能,擎朗智能 公司库主来源,B,官网,https://www.keenon.com/en/index.html,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
擎朗智能,擎朗智能 产品库来源,B,官网,https://www.keenon.com/en/index.html,unknown,2026-05-26,产品矩阵、参数和生产状态,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
擎朗智能,擎朗智能 落地案例来源,B,案例资料,https://www.keenon.com/en/index.html,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
擎朗智能,擎朗智能 来源索引补充,B,来源索引,https://www.keenon.com/en/index.html,unknown,2026-05-26,擎朗智能产品线与服务机器人信息,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
擎朗智能,擎朗智能 公司基本定位复核,B,官网,https://www.keenon.com/en/index.html,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
擎朗智能,擎朗智能 核心产品与形态复核,B,官网,https://www.keenon.com/en/index.html,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
擎朗智能,擎朗智能 目标场景与客户类型复核,B,官网,https://www.keenon.com/en/index.html,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
擎朗智能,擎朗智能 技术路线和软件栈复核,B,官网,https://www.keenon.com/en/index.html,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
斯坦德机器人,斯坦德机器人 公司库主来源,C,媒体报道,https://finance.sina.com.cn/wm/2026-05-13/doc-inhxteis9480018.shtml,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
斯坦德机器人,斯坦德机器人 落地案例来源,C,案例资料,https://finance.sina.com.cn/wm/2026-05-13/doc-inhxteis9480018.shtml,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
斯坦德机器人,斯坦德机器人 来源索引补充,B,来源索引,https://finance.sina.com.cn/wm/2026-05-13/doc-inhxteis9480018.shtml,unknown,2026-05-26,斯坦德机器人半导体 AMR 客户案例,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
斯坦德机器人,斯坦德机器人 公司基本定位复核,C,媒体报道,https://finance.sina.com.cn/wm/2026-05-13/doc-inhxteis9480018.shtml,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
斯坦德机器人,斯坦德机器人 核心产品与形态复核,C,媒体报道,https://finance.sina.com.cn/wm/2026-05-13/doc-inhxteis9480018.shtml,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
斯坦德机器人,斯坦德机器人 目标场景与客户类型复核,C,媒体报道,https://finance.sina.com.cn/wm/2026-05-13/doc-inhxteis9480018.shtml,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
斯坦德机器人,斯坦德机器人 技术路线和软件栈复核,C,媒体报道,https://finance.sina.com.cn/wm/2026-05-13/doc-inhxteis9480018.shtml,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
斯坦德机器人,斯坦德机器人 商业化阶段复核,C,媒体报道,https://finance.sina.com.cn/wm/2026-05-13/doc-inhxteis9480018.shtml,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
新松机器人,新松机器人 公司库主来源,A,官网/上市公司,https://www.siasun.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
新松机器人,新松机器人 来源索引补充,B,来源索引,https://www.siasun.com/,unknown,2026-05-26,新松机器人,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
新松机器人,新松机器人 公司基本定位复核,A,官网/上市公司,https://www.siasun.com/,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
新松机器人,新松机器人 核心产品与形态复核,A,官网/上市公司,https://www.siasun.com/,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
新松机器人,新松机器人 目标场景与客户类型复核,A,官网/上市公司,https://www.siasun.com/,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
新松机器人,新松机器人 技术路线和软件栈复核,A,官网/上市公司,https://www.siasun.com/,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
新松机器人,新松机器人 商业化阶段复核,A,官网/上市公司,https://www.siasun.com/,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
新松机器人,新松机器人 量产、交付和收入边界复核,A,官网/上市公司,https://www.siasun.com/,unknown,2026-05-26,量产、交付和收入边界复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
星尘智能/Astribot,星尘智能/Astribot 公司库主来源,B,官网产品页,https://www.astribot.com/en/product/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
星尘智能/Astribot,星尘智能/Astribot 产品库来源,B,官网产品页,https://www.astribot.com/en/product/,unknown,2026-05-26,产品矩阵、参数和生产状态,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
星尘智能/Astribot,星尘智能/Astribot 公司基本定位复核,B,官网产品页,https://www.astribot.com/en/product/,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
星尘智能/Astribot,星尘智能/Astribot 核心产品与形态复核,B,官网产品页,https://www.astribot.com/en/product/,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
星尘智能/Astribot,星尘智能/Astribot 目标场景与客户类型复核,B,官网产品页,https://www.astribot.com/en/product/,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
星尘智能/Astribot,星尘智能/Astribot 技术路线和软件栈复核,B,官网产品页,https://www.astribot.com/en/product/,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
星尘智能/Astribot,星尘智能/Astribot 商业化阶段复核,B,官网产品页,https://www.astribot.com/en/product/,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
